ID                                       NAME
6106b12e-7848-4f15-ab4d-e1b204024582     Sentiment Analysis
02ff9f89-439b-40bc-99a2-f5a48cc1ec05     Analise 1┬║ Meetup UAI QLIK BH
be7d48e5-558a-493b-9679-4987bee439a6     d3 Visualization Library
a2c8c518-5088-4ca5-9168-97688e0cf037     10 - Painel Gr├íficos do SnowFlake
6a0a4deb-bcdd-409f-a84e-ef08bccecb69     Qlik Sense Template
040d5410-77d1-47d3-9b6d-094531902cb5     d3 Visualization Library Highlight
2df3aa07-4f49-4479-aa10-77e164660a34     Sample_App_Prophet
d6a96e05-eea0-494c-a5ff-e402d1caff96     Aditi - Comercial - An├ílise Vendas
da3194f4-258a-4634-91e9-dc4332fd70ee     Suprimentos
1b30cf44-d8fb-4e26-bd48-d2a66b0a1e18     Aditi - SalesGeoSet
4179ae32-8c9c-42ad-b85a-9f13b08a57cf     Aditi - Demonstra├º├╡es Cont├íbeis
c47c9135-46c6-4b5f-a44a-af3344400b1e     GeoDemo2018
3af959d4-8e78-4049-9840-079df6202cfc     Digital Consumer Analytics - Shoe Retail
f56f90df-9002-4d7f-b9eb-06258c7da206     Comercial - Operadora Plano de Sa├║de
5fc4136c-e1a4-4ebe-b5dc-f074e475c9ed     Canadian Wildfire Analysis
914ad7af-2910-4b95-81ab-dd1e7ed562bd     NY public library v2
5707519e-3562-442d-a104-91511ded0946     An├ílise dos Produtores MG 2
ef3433d3-9c07-4274-b477-3cb60442a969     NYC Taxi Analysis
f033ba4d-a463-41ac-8516-0ccb8d503b0a     Sample_App_Clustering
6faea376-0af4-4256-bdc9-56467fa713c4     Twitter Analyzer
02c93c03-e4fa-408e-9def-c86734a7b3cc     Twitter Sentiment Analyzer
a23be9d6-21de-450d-966e-25ea7e86e314     Top 10 Viz Tricks - Qonn 19
e5f9d974-1694-423a-b866-a7df07419ecc     Qlik Associative Difference
45f3df03-09c1-4eef-afca-1c709a896777     Lord of the Rings
291778ce-96fc-46bd-bef4-dfd15e94e132     FastFoodUS
3126ad11-6300-4c7c-9447-37285998d675     GestaoComercialCarros2018
1d03af74-8c41-4bbe-9451-cf7286b96ce4     Sample App - Market Basket Analysis(1)
88143236-7ab0-48b7-8315-6d3f869bf948     Auto Sheet Scroll
5207658b-9cca-4673-8e74-39564834a991     Sample_App_Correlations
d372191d-7344-4e94-a615-7a43d9797cd5     Sample App scikit-learn - Train & Test
fed86124-bab0-425c-b314-9db9c2a7c15c     RealTimeTraffic
87f64358-4b80-40e2-999d-a55f41006b4e     Volcanos - Impact on our planet
44a03386-ce2e-497f-9cca-6d7728ca1379     Sample App scikit-learn - K-fold Cross Validation
80567de1-31e2-45f4-bfc6-e4089165c692     SSE_Full_Script_Support_pandas
4f172014-fa58-4024-bfe3-fa27959f641d     shipping_demo_sense
189dfe33-7c1a-4bc9-a1d3-59be005dc0e5     Python Linear Regression
70a4fe1a-b32a-431b-a557-c22738fe7661     Top 10 Geo Tricks - Qonn 19
d371c608-bfc8-4d71-87c6-f2b5fe724416     NYC Taxi Details
e1b0cf79-f4e2-4a60-8aeb-89291566ed99     00-Retail Stores RMBH - Extrator
f6f429c6-5cac-4aa3-80a9-3b079b984e94     Springfield
5f073eaa-3fd0-4da6-a917-249bc94faa73     Sample_App_Forecasting_Simple
527d4d46-d785-425c-8589-6bfd5d03eccf     SSE_Hello_World
